GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
6678	NM_003118.4	ENST00000231061.9	SPARC	NM_003118.4	True
6683	NM_014946.4	ENST00000315285.9	SPAST	NM_014946.4	True
6687	NM_003119.4	ENST00000645818.2	SPG7	NM_003119.4	True
6688	NM_003120.3	ENST00000378538.8	SPI1	NM_003120.3	True
6689	NM_003121.5	ENST00000595883.6	SPIB	NM_003121.5	True
6690	NM_001379610.1	ENST00000296695.10	SPINK1	NM_001379610.1	True
6691	NM_001271718.2	ENST00000506738.6	SPINK2	NM_001271718.2	True
6692	NM_003710.4	ENST00000562057.6	SPINT1	NM_003710.4	True
6693	NM_003123.6	ENST00000652691.1	SPN	NM_003123.6	True
6694	NM_006944.3	ENST00000168148.8	SPP2	NM_006944.3	True
6695	NM_004598.4	ENST00000394945.6	SPOCK1	NM_004598.4	True
6696	NM_001040058.2	ENST00000395080.8	SPP1	NM_001040058.2	True
6697	NM_003124.5	ENST00000234454.6	SPR	NM_003124.5	True
6699	NM_003125.3	ENST00000307098.5	SPRR1B	NM_003125.3	True
6700	NM_005988.3	ENST00000392653.3	SPRR2A	NM_005988.3	True
6701	NM_001388198.1	ENST00000368755.3	SPRR2B	NM_001388198.1	True
6703	NM_006945.5	ENST00000360379.4	SPRR2D	NM_006945.5	True
6704	NM_001024209.4	ENST00000368750.8	SPRR2E	NM_001024209.4	True
6705	NM_001014450.3	ENST00000468739.2	SPRR2F	NM_001014450.3	True
6706	NM_001014291.4	ENST00000368748.5	SPRR2G	NM_001014291.4	True
6707	NM_001097589.2	ENST00000295367.5	SPRR3	NM_001097589.2	True
6708	NM_003126.4	ENST00000643759.2	SPTA1	NM_003126.4	True
6709	NM_001130438.3	ENST00000372739.7	SPTAN1	NM_001130438.3	True
6710	NM_001355436.2	ENST00000644917.1	SPTB	NM_001355436.2	True
6711	NM_003128.3	ENST00000356805.9	SPTBN1	NM_003128.3	True
6712	NM_006946.4	ENST00000533211.6	SPTBN2	NM_006946.4	True
6713	NM_003129.4	ENST00000265896.10	SQLE	NM_003129.4	True
6714	NM_198291.3	ENST00000373578.7	SRC	NM_198291.3	True
6715	NM_001047.4	ENST00000274192.7	SRD5A1	NM_001047.4	True
6716	NM_000348.4	ENST00000622030.2	SRD5A2	NM_000348.4	True
6717	NM_003130.4	ENST00000265729.7	SRI	NM_003130.4	True
6718	NM_005989.4	ENST00000242375.8	AKR1D1	NM_005989.4	True
6720	NM_004176.5	ENST00000261646.11	SREBF1	NM_004176.5	True
6721	NM_004599.4	ENST00000361204.9	SREBF2	NM_004599.4	True
6722	NM_003131.4	ENST00000265354.6	SRF	NM_003131.4	True
6723	NM_003132.3	ENST00000376957.7	SRM	NM_003132.3	True
6725	NM_080823.4	ENST00000217188.2	SRMS	NM_080823.4	True
6726	NM_003133.6	ENST00000304786.12	SRP9	NM_003133.6	True
6727	NM_003134.6	ENST00000267884.11	SRP14	NM_003134.6	True
6728	NM_003135.3	ENST00000505459.6	SRP19	NM_003135.3	True
6729	NM_003136.4	ENST00000216774.11	SRP54	NM_003136.4	True
6730	NM_014230.4	ENST00000307877.7	SRP68	NM_014230.4	True
6731	NM_006947.4	ENST00000642900.1	SRP72	NM_006947.4	True
6732	NM_003137.5	ENST00000373825.7	SRPK1	NM_003137.5	True
6733	NM_182692.3	ENST00000393651.8	SRPK2	NM_182692.3	True
6734	NM_003139.4	ENST00000332118.11	SRPRA	NM_003139.4	True
6737	NM_003141.4	ENST00000254436.8	TRIM21	NM_003141.4	True
6738	NM_001173524.2	ENST00000400968.7	RO60	NM_001173524.2	True
6741	NM_003142.5	ENST00000260956.9	SSB	NM_003142.5	True
6742	NM_003143.3	ENST00000265304.11	SSBP1	NM_003143.3	True
6744	NM_001130445.3	ENST00000431877.7	ITPRID2	NM_001130445.3	True
6745	NM_003144.5	ENST00000244763.9	SSR1	NM_003144.5	True
6746	NM_003145.4	ENST00000295702.9	SSR2	NM_003145.4	True
6747	NM_007107.5	ENST00000265044.7	SSR3	NM_007107.5	True
6749	NM_003146.3	ENST00000278412.7	SSRP1	NM_003146.3	True
6750	NM_001048.4	ENST00000287641.4	SST	NM_001048.4	True
6751	NM_001049.3	ENST00000267377.3	SSTR1	NM_001049.3	True
6752	NM_001050.3	ENST00000357585.4	SSTR2	NM_001050.3	True
6753	NM_001051.5	ENST00000610913.2	SSTR3	NM_001051.5	True
6754	NM_001052.4	ENST00000255008.5	SSTR4	NM_001052.4	True
6755	NM_001172560.3	ENST00000689027.1	SSTR5	NM_001172560.3	True
6760	NM_001007559.3	ENST00000415083.7	SS18	NM_001007559.3	True
6764	NM_213618.2	ENST00000313726.11	DENND2B	NM_213618.2	True
6767	NM_003932.5	ENST00000216218.8	ST13	NM_003932.5	True
6768	NM_021978.4	ENST00000278742.6	ST14	NM_021978.4	True
6769	NM_003149.3	ENST00000273183.8	STAC	NM_003149.3	True
6770	NM_000349.3	ENST00000276449.9	STAR	NM_000349.3	True
6772	NM_007315.4	ENST00000361099.8	STAT1	NM_007315.4	True
6773	NM_005419.4	ENST00000314128.9	STAT2	NM_005419.4	True
6774	NM_139276.3	ENST00000264657.10	STAT3	NM_139276.3	True
6775	NM_003151.4	ENST00000392320.7	STAT4	NM_003151.4	True
6776	NM_001288718.2	ENST00000590949.6	STAT5A	NM_001288718.2	True
6777	NM_012448.4	ENST00000293328.8	STAT5B	NM_012448.4	True
6778	NM_003153.5	ENST00000300134.8	STAT6	NM_003153.5	True
6779	NM_003154.3	ENST00000246895.9	STATH	NM_003154.3	True
6780	NM_017453.4	ENST00000371856.7	STAU1	NM_017453.4	True
6781	NM_003155.3	ENST00000290271.7	STC1	NM_003155.3	True
6782	NM_006948.5	ENST00000285667.4	HSPA13	NM_006948.5	True
6783	NM_005420.3	ENST00000226444.4	SULT1E1	NM_005420.3	True
6785	NM_022726.4	ENST00000369816.5	ELOVL4	NM_022726.4	True
6786	NM_001382567.1	ENST00000526596.2	STIM1	NM_001382567.1	True
6787	NM_003157.6	ENST00000233027.10	NEK4	NM_003157.6	True
6788	NM_006281.4	ENST00000419617.7	STK3	NM_006281.4	True
6789	NM_006282.5	ENST00000372806.8	STK4	NM_006282.5	True
6790	NM_198437.3	ENST00000395915.8	AURKA	NM_198437.3	True
6793	NM_005990.4	ENST00000176763.10	STK10	NM_005990.4	True
6794	NM_000455.5	ENST00000326873.12	STK11	NM_000455.5	True
6795	NM_001015878.2	ENST00000302804.12	AURKC	NM_001015878.2	True
6799	NM_001054.4	ENST00000335715.9	SULT1A2	NM_001054.4	True
6801	NM_003162.4	ENST00000263918.9	STRN	NM_003162.4	True
6804	NM_004603.4	ENST00000222812.8	STX1A	NM_004603.4	True
6809	NM_004177.5	ENST00000337979.9	STX3	NM_004177.5	True
6810	NM_004604.5	ENST00000313843.8	STX4	NM_004604.5	True
6811	NM_003164.5	ENST00000294179.8	STX5	NM_003164.5	True
6812	NM_001032221.6	ENST00000373299.5	STXBP1	NM_001032221.6	True
6813	NM_006949.4	ENST00000221283.10	STXBP2	NM_006949.4	True
6814	NM_007269.4	ENST00000370008.4	STXBP3	NM_007269.4	True
6815	NM_145251.4	ENST00000354586.5	STYX	NM_145251.4	True
6817	NM_001055.4	ENST00000314752.12	SULT1A1	NM_001055.4	True
6819	NM_001056.4	ENST00000251481.11	SULT1C2	NM_001056.4	True
6820	NM_177973.2	ENST00000201586.7	SULT2B1	NM_177973.2	True
6821	NM_001032386.2	ENST00000266971.8	SUOX	NM_001032386.2	True
6822	NM_003167.4	ENST00000222002.4	SULT2A1	NM_003167.4	True
6827	NM_003168.3	ENST00000225504.8	SUPT4H1	NM_003168.3	True
6829	NM_001111020.3	ENST00000432763.7	SUPT5H	NM_001111020.3	True
6830	NM_003170.5	ENST00000314616.11	SUPT6H	NM_003170.5	True
6832	NM_003171.5	ENST00000359655.9	SUPV3L1	NM_003171.5	True
6833	NM_000352.6	ENST00000389817.8	ABCC8	NM_000352.6	True
6834	NM_003172.4	ENST00000371974.8	SURF1	NM_003172.4	True
6835	NM_017503.5	ENST00000371964.5	SURF2	NM_017503.5	True
6836	NM_033161.4	ENST00000371989.8	SURF4	NM_033161.4	True
6837	NM_133640.5	ENST00000343730.10	MED22	NM_133640.5	True
6838	NM_006753.6	ENST00000372022.6	SURF6	NM_006753.6	True
6840	NM_021738.3	ENST00000355867.9	SVIL	NM_021738.3	True
6843	NM_014231.5	ENST00000396308.4	VAMP1	NM_014231.5	True
6844	NM_014232.3	ENST00000316509.11	VAMP2	NM_014232.3	True
6846	NM_003175.4	ENST00000367819.3	XCL2	NM_003175.4	True
6847	NM_003176.4	ENST00000369522.8	SYCP1	NM_003176.4	True
6850	NM_003177.7	ENST00000375754.9	SYK	NM_003177.7	True
6854	NM_133625.6	ENST00000621198.5	SYN2	NM_133625.6	True
6856	NM_182715.4	ENST00000455385.7	SYPL1	NM_182715.4	True
6857	NM_005639.3	ENST00000261205.9	SYT1	NM_005639.3	True
6860	NM_020783.4	ENST00000255224.8	SYT4	NM_020783.4	True
6861	NM_003180.3	ENST00000354308.8	SYT5	NM_003180.3	True
6862	NM_001366285.2	ENST00000366876.7	TBXT	NM_001366285.2	True
6863	NM_003182.3	ENST00000319273.10	TAC1	NM_003182.3	True
6865	NM_001057.3	ENST00000373306.5	TACR2	NM_001057.3	True
6866	NM_013251.4	ENST00000458521.7	TAC3	NM_013251.4	True
6867	NM_006283.3	ENST00000317827.9	TACC1	NM_006283.3	True
6868	NM_003183.6	ENST00000310823.8	ADAM17	NM_003183.6	True
6869	NM_001058.4	ENST00000305249.10	TACR1	NM_001058.4	True
6870	NM_001059.3	ENST00000304883.3	TACR3	NM_001059.3	True
6871	NM_001166105.3	ENST00000615182.5	TADA2A	NM_001166105.3	True
6873	NM_003184.4	ENST00000378164.7	TAF2	NM_003184.4	True
6874	NM_003185.4	ENST00000252996.9	TAF4	NM_003185.4	True
6875	NM_005640.3	ENST00000269142.10	TAF4B	NM_005640.3	True
6876	NM_003186.5	ENST00000392951.9	TAGLN	NM_003186.5	True
6877	NM_006951.5	ENST00000369839.4	TAF5	NM_006951.5	True
6878	NM_139315.3	ENST00000453269.7	TAF6	NM_139315.3	True
6879	NM_005642.3	ENST00000313368.8	TAF7	NM_005642.3	True
6880	NM_003187.5	ENST00000217893.10	TAF9	NM_003187.5	True
6881	NM_006284.4	ENST00000299424.9	TAF10	NM_006284.4	True
6882	NM_005643.4	ENST00000361288.9	TAF11	NM_005643.4	True
6883	NM_005644.4	ENST00000373824.9	TAF12	NM_005644.4	True
6884	NM_005645.4	ENST00000338366.6	TAF13	NM_005645.4	True
6885	NM_145331.3	ENST00000369329.8	MAP3K7	NM_145331.3	True
6887	NM_005421.3	ENST00000334077.6	TAL2	NM_005421.3	True
6888	NM_006755.2	ENST00000319006.8	TALDO1	NM_006755.2	True
6890	NM_000593.6	ENST00000354258.5	TAP1	NM_000593.6	True
6891	NM_001290043.2	ENST00000374897.4	TAP2	NM_001290043.2	True
6892	NM_003190.5	ENST00000434618.7	TAPBP	NM_003190.5	True
6894	NM_005646.4	ENST00000040877.2	TARBP1	NM_005646.4	True
6895	NM_134323.2	ENST00000266987.7	TARBP2	NM_134323.2	True
6897	NM_152295.5	ENST00000265112.8	TARS1	NM_152295.5	True
6898	NM_000353.3	ENST00000355962.5	TAT	NM_000353.3	True
6899	NM_001379200.1	ENST00000649276.2	TBX1	NM_001379200.1	True
6900	NM_005076.5	ENST00000331830.7	CNTN2	NM_005076.5	True
6902	NM_004607.3	ENST00000380377.9	TBCA	NM_004607.3	True
6903	NM_003192.3	ENST00000372876.2	TBCC	NM_003192.3	True
6904	NM_005993.5	ENST00000355528.9	TBCD	NM_005993.5	True
6905	NM_003193.5	ENST00000642610.2	TBCE	NM_003193.5	True
6908	NM_003194.5	ENST00000392092.7	TBP	NM_003194.5	True
6909	NM_005994.4	ENST00000240328.4	TBX2	NM_005994.4	True
6910	NM_181486.4	ENST00000405440.7	TBX5	NM_181486.4	True
6911	NM_004608.4	ENST00000395224.7	TBX6	NM_004608.4	True
6913	NM_001330677.2	ENST00000369429.5	TBX15	NM_001330677.2	True
6915	NM_001060.6	ENST00000375190.10	TBXA2R	NM_001060.6	True
6916	NM_001061.7	ENST00000448866.7	TBXAS1	NM_001061.7	True
6917	NM_006756.4	ENST00000521604.7	TCEA1	NM_006756.4	True
6919	NM_003195.6	ENST00000343484.10	TCEA2	NM_003195.6	True
6920	NM_003196.3	ENST00000450454.7	TCEA3	NM_003196.3	True
6921	NM_005648.4	ENST00000520242.6	ELOC	NM_005648.4	True
6923	NM_007108.4	ENST00000409906.9	ELOB	NM_007108.4	True
6924	NM_003198.3	ENST00000613537.5	ELOA	NM_003198.3	True
6925	NM_001083962.2	ENST00000354452.8	TCF4	NM_001083962.2	True
6926	NM_005996.4	ENST00000349155.7	TBX3	NM_005996.4	True
6927	NM_000545.8	ENST00000257555.11	HNF1A	NM_000545.8	True
6928	NM_000458.4	ENST00000617811.5	HNF1B	NM_000458.4	True
6929	NM_003200.5	ENST00000262965.12	TCF3	NM_003200.5	True
6932	NM_003202.5	ENST00000342854.10	TCF7	NM_003202.5	True
6934	NM_001146274.2	ENST00000627217.3	TCF7L2	NM_001146274.2	True
6935	NM_001174096.2	ENST00000424869.6	ZEB1	NM_001174096.2	True
6936	NM_003203.5	ENST00000321027.8	GCFC2	NM_003203.5	True
6938	NM_207037.2	ENST00000333725.10	TCF12	NM_207037.2	True
6939	NM_004609.4	ENST00000246080.4	TCF15	NM_004609.4	True
6940	NM_005649.3	ENST00000335815.7	ZNF354A	NM_005649.3	True
6941	NM_007109.3	ENST00000376257.8	TCF19	NM_007109.3	True
6942	NM_001378418.1	ENST00000677622.1	TCF20	NM_001378418.1	True
6943	NM_003206.4	ENST00000367882.5	TCF21	NM_003206.4	True
6944	NM_005997.3	ENST00000368892.9	VPS72	NM_005997.3	True
6945	NM_198204.2	ENST00000435881.7	MLX	NM_198204.2	True
6947	NM_001062.4	ENST00000257264.4	TCN1	NM_001062.4	True
6948	NM_000355.4	ENST00000215838.8	TCN2	NM_000355.4	True
6949	NM_001371623.1	ENST00000643257.2	TCOF1	NM_001371623.1	True
6950	NM_030752.3	ENST00000321394.12	TCP1	NM_030752.3	True
6954	NM_001370687.1	ENST00000311875.11	TCP11	NM_001370687.1	True
6975	NM_058222.3	ENST00000646139.2	TECTB	NM_058222.3	True
6988	NM_022171.3	ENST00000273590.4	TCTA	NM_022171.3	True
6991	NM_174910.3	ENST00000366774.4	DYNLT2	NM_174910.3	True
6992	NM_021959.3	ENST00000376772.8	PPP1R11	NM_021959.3	True
6993	NM_006519.4	ENST00000367089.8	DYNLT1	NM_006519.4	True
6996	NM_003211.6	ENST00000392872.8	TDG	NM_003211.6	True
6997	NM_003212.4	ENST00000296145.6	TDGF1	NM_003212.4	True
6999	NM_005651.4	ENST00000536354.3	TDO2	NM_005651.4	True
7001	NM_005809.6	ENST00000301522.3	PRDX2	NM_005809.6	True
7003	NM_021961.6	ENST00000527636.7	TEAD1	NM_021961.6	True
7004	NM_003213.4	ENST00000359864.8	TEAD4	NM_003213.4	True
7006	NM_003215.3	ENST00000381501.8	TEC	NM_003215.3	True
7007	NM_005422.4	ENST00000392793.6	TECTA	NM_005422.4	True
7008	NM_003216.4	ENST00000266304.9	TEF	NM_003216.4	True
7009	NM_003217.3	ENST00000267115.10	TMBIM6	NM_003217.3	True
7010	NM_000459.5	ENST00000380036.10	TEK	NM_000459.5	True
7011	NM_007110.5	ENST00000262715.10	TEP1	NM_007110.5	True
7013	NM_017489.3	ENST00000276603.10	TERF1	NM_017489.3	True
7014	NM_005652.5	ENST00000254942.8	TERF2	NM_005652.5	True
7015	NM_198253.3	ENST00000310581.10	TERT	NM_198253.3	True
7016	NM_006285.3	ENST00000336395.6	TESK1	NM_006285.3	True
7018	NM_001063.4	ENST00000402696.9	TF	NM_001063.4	True
7019	NM_003201.3	ENST00000487519.6	TFAM	NM_003201.3	True
7020	NM_001372066.1	ENST00000379613.10	TFAP2A	NM_001372066.1	True
7021	NM_003221.4	ENST00000393655.4	TFAP2B	NM_003221.4	True
7022	NM_003222.4	ENST00000201031.3	TFAP2C	NM_003222.4	True
7023	NM_003223.3	ENST00000204517.11	TFAP4	NM_003223.3	True
7024	NM_005653.5	ENST00000257915.10	TFCP2	NM_005653.5	True
7025	NM_005654.6	ENST00000327111.8	NR2F1	NM_005654.6	True
7026	NM_021005.4	ENST00000394166.8	NR2F2	NM_021005.4	True
7027	NM_007111.5	ENST00000375370.10	TFDP1	NM_007111.5	True
7029	NM_001178139.2	ENST00000489671.6	TFDP2	NM_001178139.2	True
7031	NM_003225.3	ENST00000291527.3	TFF1	NM_003225.3	True
7032	NM_005423.5	ENST00000291526.5	TFF2	NM_005423.5	True
7033	NM_003226.4	ENST00000518498.3	TFF3	NM_003226.4	True
7035	NM_006287.6	ENST00000233156.9	TFPI	NM_006287.6	True
7036	NM_003227.4	ENST00000223051.8	TFR2	NM_003227.4	True
7037	NM_001128148.3	ENST00000360110.9	TFRC	NM_001128148.3	True
7038	NM_003235.5	ENST00000220616.9	TG	NM_003235.5	True
7039	NM_003236.4	ENST00000295400.11	TGFA	NM_003236.4	True
7040	NM_000660.7	ENST00000221930.6	TGFB1	NM_000660.7	True
7041	NM_001042454.3	ENST00000394863.8	TGFB1I1	NM_001042454.3	True
7042	NM_003238.6	ENST00000366930.9	TGFB2	NM_003238.6	True
7043	NM_003239.5	ENST00000238682.8	TGFB3	NM_003239.5	True
7044	NM_003240.5	ENST00000366820.10	LEFTY2	NM_003240.5	True
7045	NM_000358.3	ENST00000442011.7	TGFBI	NM_000358.3	True
7046	NM_004612.4	ENST00000374994.9	TGFBR1	NM_004612.4	True
7047	NM_003241.4	ENST00000296125.9	TGM4	NM_003241.4	True
7048	NM_003242.6	ENST00000295754.10	TGFBR2	NM_003242.6	True
7049	NM_003243.5	ENST00000212355.9	TGFBR3	NM_003243.5	True
7050	NM_003244.4	ENST00000343820.10	TGIF1	NM_003244.4	True
7051	NM_000359.3	ENST00000206765.11	TGM1	NM_000359.3	True
7052	NM_004613.4	ENST00000361475.7	TGM2	NM_004613.4	True
7053	NM_003245.4	ENST00000381458.6	TGM3	NM_003245.4	True
7054	NM_000360.4	ENST00000352909.8	TH	NM_000360.4	True
7056	NM_000361.3	ENST00000377103.3	THBD	NM_000361.3	True
7057	NM_003246.4	ENST00000260356.6	THBS1	NM_003246.4	True
7058	NM_003247.5	ENST00000617924.6	THBS2	NM_003247.5	True
7059	NM_007112.5	ENST00000368378.7	THBS3	NM_007112.5	True
7060	NM_003248.6	ENST00000350881.6	THBS4	NM_003248.6	True
7062	NM_007113.4	ENST00000614923.2	TCHH	NM_007113.4	True
7064	NM_003249.5	ENST00000307741.11	THOP1	NM_003249.5	True
7066	NM_000460.4	ENST00000647395.1	THPO	NM_000460.4	True
7067	NM_199334.5	ENST00000450525.7	THRA	NM_199334.5	True
7068	NM_001354712.2	ENST00000646209.2	THRB	NM_001354712.2	True
7069	NM_003251.4	ENST00000281030.2	THRSP	NM_003251.4	True
7070	NM_006288.5	ENST00000284240.10	THY1	NM_006288.5	True
7071	NM_005655.4	ENST00000285407.11	KLF10	NM_005655.4	True
7072	NM_022173.4	ENST00000433529.7	TIA1	NM_022173.4	True
7073	NM_003252.4	ENST00000436547.7	TIAL1	NM_003252.4	True
7074	NM_001353694.2	ENST00000541036.6	TIAM1	NM_001353694.2	True
7075	NM_005424.5	ENST00000372476.8	TIE1	NM_005424.5	True
7077	NM_003255.5	ENST00000262768.11	TIMP2	NM_003255.5	True
7078	NM_000362.5	ENST00000266085.7	TIMP3	NM_000362.5	True
7079	NM_003256.4	ENST00000287814.5	TIMP4	NM_003256.4	True
7080	NM_001079668.3	ENST00000354822.7	NKX2-1	NM_001079668.3	True
7082	NM_001330239.4	ENST00000614355.5	TJP1	NM_001330239.4	True
7083	NM_003258.5	ENST00000301634.12	TK1	NM_003258.5	True
7084	NM_004614.5	ENST00000544898.6	TK2	NM_004614.5	True
7086	NM_001064.4	ENST00000462138.6	TKT	NM_001064.4	True
7087	NM_003259.4	ENST00000221980.5	ICAM5	NM_003259.4	True
7088	NM_005077.5	ENST00000376499.8	TLE1	NM_005077.5	True
7089	NM_003260.5	ENST00000262953.11	TLE2	NM_003260.5	True
7090	NM_001105192.3	ENST00000451782.7	TLE3	NM_001105192.3	True
7091	NM_007005.6	ENST00000376552.8	TLE4	NM_007005.6	True
7092	NM_012464.5	ENST00000061240.7	TLL1	NM_012464.5	True
7093	NM_012465.4	ENST00000357947.4	TLL2	NM_012465.4	True
7094	NM_006289.4	ENST00000314888.10	TLN1	NM_006289.4	True
7095	NM_003262.4	ENST00000337002.9	SEC62	NM_003262.4	True
7096	NM_003263.4	ENST00000308979.7	TLR1	NM_003263.4	True
7097	NM_001318789.2	ENST00000642700.2	TLR2	NM_001318789.2	True
7098	NM_003265.3	ENST00000296795.8	TLR3	NM_003265.3	True
7099	NM_138554.5	ENST00000355622.8	TLR4	NM_138554.5	True
7100	NM_003268.6	ENST00000642603.2	TLR5	NM_003268.6	True
7101	NM_003269.5	ENST00000368986.9	NR2E1	NM_003269.5	True
7103	NM_004616.3	ENST00000247829.8	TSPAN8	NM_004616.3	True
7104	NM_004617.4	ENST00000305354.5	TM4SF4	NM_004617.4	True
7106	NM_003271.5	ENST00000397397.7	TSPAN4	NM_003271.5	True
7107	NM_003272.4	ENST00000366592.8	GPR137B	NM_003272.4	True
7108	NM_003273.6	ENST00000279263.14	TM7SF2	NM_003273.6	True
7109	NM_003274.5	ENST00000291574.9	TRAPPC10	NM_003274.5	True
7110	NM_007114.3	ENST00000398559.7	TMF1	NM_007114.3	True
7111	NM_003275.4	ENST00000259365.9	TMOD1	NM_003275.4	True
7112	NM_001032283.3	ENST00000556029.6	TMPO	NM_001032283.3	True
7113	NM_005656.4	ENST00000332149.10	TMPRSS2	NM_005656.4	True
7122	NM_001363066.2	ENST00000618236.2	CLDN5	NM_001363066.2	True
7123	NM_003278.3	ENST00000296130.5	CLEC3B	NM_003278.3	True
7124	NM_000594.4	ENST00000449264.3	TNF	NM_000594.4	True
7125	NM_003279.3	ENST00000372555.8	TNNC2	NM_003279.3	True
7126	NM_021137.5	ENST00000226225.7	TNFAIP1	NM_021137.5	True
7127	NM_006291.4	ENST00000560869.6	TNFAIP2	NM_006291.4	True
7128	NM_001270508.2	ENST00000612899.5	TNFAIP3	NM_001270508.2	True
7130	NM_007115.4	ENST00000243347.5	TNFAIP6	NM_007115.4	True
7132	NM_001065.4	ENST00000162749.7	TNFRSF1A	NM_001065.4	True
7133	NM_001066.3	ENST00000376259.7	TNFRSF1B	NM_001066.3	True
7134	NM_003280.3	ENST00000232975.8	TNNC1	NM_003280.3	True
7135	NM_003281.4	ENST00000361379.9	TNNI1	NM_003281.4	True
7136	NM_003282.4	ENST00000381911.6	TNNI2	NM_003282.4	True
7137	NM_000363.5	ENST00000344887.10	TNNI3	NM_000363.5	True
7138	NM_003283.6	ENST00000588981.6	TNNT1	NM_003283.6	True
7139	NM_001276345.2	ENST00000656932.1	TNNT2	NM_001276345.2	True
7140	NM_006757.4	ENST00000278317.11	TNNT3	NM_006757.4	True
7141	NM_003284.4	ENST00000236979.2	TNP1	NM_003284.4	True
7142	NM_005425.5	ENST00000312693.4	TNP2	NM_005425.5	True
7143	NM_003285.3	ENST00000367674.7	TNR	NM_003285.3	True
7145	NM_001387777.1	ENST00000682258.1	TNS1	NM_001387777.1	True
7148	NM_001365276.2	ENST00000644971.2	TNXB	NM_001365276.2	True
7150	NM_003286.4	ENST00000361337.3	TOP1	NM_003286.4	True
7153	NM_001067.4	ENST00000423485.6	TOP2A	NM_001067.4	True
7155	NM_001330700.2	ENST00000264331.9	TOP2B	NM_001330700.2	True
7156	NM_004618.5	ENST00000321105.10	TOP3A	NM_004618.5	True
7157	NM_000546.6	ENST00000269305.9	TP53	NM_000546.6	True
7158	NM_001141980.3	ENST00000382044.9	TP53BP1	NM_001141980.3	True
7159	NM_001031685.3	ENST00000343537.12	TP53BP2	NM_001031685.3	True
7161	NM_005427.4	ENST00000378295.9	TP73	NM_005427.4	True
7162	NM_001376922.1	ENST00000369750.4	TPBG	NM_001376922.1	True
7163	NM_001025253.3	ENST00000518937.6	TPD52	NM_001025253.3	True
7164	NM_003287.4	ENST00000534000.6	TPD52L1	NM_003287.4	True
7165	NM_003288.4	ENST00000346249.9	TPD52L2	NM_003288.4	True
7166	NM_004179.3	ENST00000682019.1	TPH1	NM_004179.3	True
7167	NM_000365.6	ENST00000396705.10	TPI1	NM_000365.6	True
7168	NM_001018005.2	ENST00000403994.9	TPM1	NM_001018005.2	True
7169	NM_003289.4	ENST00000645482.3	TPM2	NM_003289.4	True
7170	NM_152263.4	ENST00000651641.1	TPM3	NM_152263.4	True
7171	NM_003290.3	ENST00000643579.2	TPM4	NM_003290.3	True
7172	NM_000367.5	ENST00000309983.5	TPMT	NM_000367.5	True
7173	NM_001206744.2	ENST00000329066.9	TPO	NM_001206744.2	True
7174	NM_001330588.2	ENST00000376052.5	TPP2	NM_001330588.2	True
7175	NM_003292.3	ENST00000367478.9	TPR	NM_003292.3	True
7177	NM_003294.4	ENST00000338844.8	TPSAB1	NM_003294.4	True
7178	NM_003295.4	ENST00000530705.6	TPT1	NM_003295.4	True
7179	NM_199261.4	ENST00000618007.5	TPTE	NM_199261.4	True
7180	NM_003296.4	ENST00000339139.5	CRISP2	NM_003296.4	True
7181	NM_003297.4	ENST00000333003.10	NR2C1	NM_003297.4	True
7182	NM_001291694.2	ENST00000425241.6	NR2C2	NM_001291694.2	True
7184	NM_003299.3	ENST00000299767.10	HSP90B1	NM_003299.3	True
7185	NM_005658.5	ENST00000373887.8	TRAF1	NM_005658.5	True
7186	NM_021138.4	ENST00000247668.7	TRAF2	NM_021138.4	True
7187	NM_145725.3	ENST00000392745.8	TRAF3	NM_145725.3	True
7188	NM_001033910.3	ENST00000261464.10	TRAF5	NM_001033910.3	True
7189	NM_004620.4	ENST00000526995.6	TRAF6	NM_004620.4	True
7200	NM_007117.5	ENST00000302649.4	TRH	NM_007117.5	True
7201	NM_003301.7	ENST00000518632.2	TRHR	NM_003301.7	True
7203	NM_005998.5	ENST00000295688.8	CCT3	NM_005998.5	True
7204	NM_007118.4	ENST00000344204.9	TRIO	NM_007118.4	True
7205	NM_003302.3	ENST00000200457.9	TRIP6	NM_003302.3	True
7220	NM_001251845.2	ENST00000476941.6	TRPC1	NM_001251845.2	True
7222	NM_001130698.2	ENST00000379645.8	TRPC3	NM_001130698.2	True
7223	NM_016179.4	ENST00000379705.8	TRPC4	NM_016179.4	True
7225	NM_004621.6	ENST00000344327.8	TRPC6	NM_004621.6	True
7226	NM_003307.4	ENST00000397928.6	TRPM2	NM_003307.4	True
7227	NM_014112.5	ENST00000395715.8	TRPS1	NM_014112.5	True
7247	NM_004622.3	ENST00000389682.8	TSN	NM_004622.3	True
7248	NM_000368.5	ENST00000298552.9	TSC1	NM_000368.5	True
7249	NM_000548.5	ENST00000219476.9	TSC2	NM_000548.5	True
7251	NM_006292.4	ENST00000251968.4	TSG101	NM_006292.4	True
7252	NM_000549.5	ENST00000256592.3	TSHB	NM_000549.5	True
7253	NM_000369.5	ENST00000298171.7	TSHR	NM_000369.5	True
7257	NM_005999.3	ENST00000366639.9	TSNAX	NM_005999.3	True
7259	NM_003309.4	ENST00000368608.4	TSPYL1	NM_003309.4	True
7260	NM_003310.5	ENST00000382125.9	EIPR1	NM_003310.5	True
7262	NM_003311.4	ENST00000314222.5	PHLDA2	NM_003311.4	True
7263	NM_003312.6	ENST00000249042.8	TST	NM_003312.6	True
